,order,family,name,sc_name,year,month,day,place,lat,lon,collector,X2020list,ORDER,Family,学名.1,latlon,X,基質,同定レベル,同定根拠,投稿先,number,齢,性,植物種,備考,pre_label
204,チョウ,タテハチョウ,キタテハ,Polygonia c-aureum c-aureum,2022,4,10,青葉山農,38.25439,140.83308,佐野孔亮,●,チョウ,タテハチョウ,Polygonia c-aureum c-aureum,254.833,青葉山農,草地,B,翅の形、模様,,1,,,,,"　仙台市青葉区荒巻青葉,1ex.；10.IV.2022 佐野孔亮"
205,チョウ,タテハチョウ,キタテハ,Polygonia c-aureum c-aureum,2022,6,19,川内,38.24988,140.86244,佐野孔亮,●,チョウ,タテハチョウ,Polygonia c-aureum c-aureum,250.862,川内,,A,翅形、前翅の基部近くに黒斑、標本有。,,1,,F,,標本有。,"　仙台市青葉区川内,1♀；19.VI.2022 佐野孔亮"
206,チョウ,タテハチョウ,キタテハ,Polygonia c-aureum c-aureum,2022,9,10,X,38.26272,140.86014,佐野孔亮,●,チョウ,タテハチョウ,Polygonia c-aureum c-aureum,263.86,X,,A,翅形,,1,,,,未展翅,"仙台市青葉区川内川前丁,1ex.；10.IX.2022 佐野孔亮"
207,チョウ,タテハチョウ,キタテハ,Polygonia c-aureum c-aureum,2023,11,3,青葉山農,38.25454,140.83128,佐野孔亮,●,チョウ,タテハチョウ,Polygonia c-aureum c-aureum,255.831,青葉山農,,A,翅形、模様,,1,,F,,秋型、未展翅,"　仙台市青葉区荒巻青葉,1♀；3.II.2023 佐野孔亮"
208,チョウ,タテハチョウ,ヒメアカタテハ,Vanessa cardui,2022,6,4,青葉山農,38.25376,140.83188,佐野孔亮,●,チョウ,タテハチョウ,Vanessa cardui,254.832,青葉山農,,A,模様,,1,,,,,"　仙台市青葉区荒巻青葉,1ex.；4.VI.2022 佐野孔亮"
209,チョウ,タテハチョウ,ヒメアカタテハ,Vanessa cardui,2023,9,25,青葉山農,38.25016,140.83344,佐野孔亮,●,チョウ,タテハチョウ,Vanessa cardui,250.833,青葉山農,,A,後翅裏面の模様,,1,,,,未展翅,"　仙台市青葉区荒巻青葉,1ex.；25.IX.2023 佐野孔亮"
210,チョウ,タテハチョウ,ヒメアカタテハ,Vanessa cardui,2023,11,3,青葉山農,38.25491,140.83326,佐野孔亮,●,チョウ,タテハチョウ,Vanessa cardui,255.833,青葉山農,,A,後翅の模様,,1,,,,未展翅,"　仙台市青葉区荒巻青葉,1ex.；3.II.2023 佐野孔亮"
211,チョウ,タテハチョウ,アカタテハ,Vanessa indica indica,2022,6,9,川内,38.25686,140.8496,佐野孔亮,●,チョウ,タテハチョウ,Vanessa indica indica,257.85,川内,草本,A,後翅の赤色部が外縁のみ,,1,,,,,"　仙台市青葉区川内,1ex.；9.VI.2022 佐野孔亮"
212,チョウ,タテハチョウ,アカタテハ,Vanessa indica indica,2023,4,14,理薬,38.25829,140.84252,佐野孔亮,●,チョウ,タテハチョウ,Vanessa indica indica,258.843,理薬,草本,A,模様,,1,,,ヤブカンゾウ,吸蜜、標本有。,"　仙台市青葉区荒巻青葉,1ex.；14.IV.2023 佐野孔亮"
,,合計,46,,,,,,,,,,,,,,,,,,,218,,,,,
